nome,vendedor,reviews,preco_antigo,preco_atual
Nome: Notebook Lenovo T490 Core I5 8365u 1.6ghz Ssd 256gb 16gb 8ª Cor Preto,Vendedor: não encontrado,Avaliação: 4.3 (10 reviews),Preço antigo: —,Preço atual: R$2.850
Nome: Notebook Hp I5 6a Geração 8gb Ssd 240gb Windows 10 Pro Prata (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$2.499,Preço atual: R$1.249
"Nome: Notebook Book Celeron 6305 4gb Ram 500gb 15,6' Samsung Cor Prateado",Vendedor: não encontrado,Avaliação: 3.7 (587 reviews),Preço antigo: —,Preço atual: R$2.098
Nome: Notebook Lenovo G400s Intel I5 (retirar Peças),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$400
Nome: Notebook Dell Latitude 3490 I5 16gb Ssd 240gb Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.700
Nome: Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 Pro 15.6 - 83me000cbr Luna Grey,Vendedor: Por Lenovo,Avaliação: — (— reviews),Preço antigo: R$6.699,Preço atual: R$5.874
Nome: Notebook Lenovo Core I5 10th 16gb Ram 256gb Ssd Tela 14 Fhd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.190
Nome: Notebook Lenovo Yoga 510 Core I7 16gb Ddr4 240gb Ssd Full Hd Preto (Recondicionado),Vendedor: Por DLH Tec,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.650
Nome: Sucata Notebook Dell Inspiron N4030 Leia A Descrição Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$389
Nome: Notebook Hp X2 210 G1 Peças Prata,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$250
Nome: Notebook Cromebook Samsung Exynos 5 Excelente,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$550
"Nome: Notebook Acer Aspire 5 A515-56-55ld I5 8gb 256gb Sdd 15,6",Vendedor: não encontrado,Avaliação: 5.0 (22 reviews),Preço antigo: —,Preço atual: R$3.299
Nome: Notebook Dell Latitude 5330 Cor Cinza - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$7.968
Nome: Laptop Msi Thin 15 Core I5 13420h 24 GB 1 TB Rtx 4060 8 GB Cor cinza (Novo com caixa aberta),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$7.100
"Nome: Notebook Acer Aspire 3 A315-24p-r611 Ryzen I5 7ª 15,6 Cor Prata",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$2.999,Preço atual: R$2.819
Nome: Notebook Dell Latitude 3420 I5 11ª 16gb Ram 256gb Ssd M2,Vendedor: Por 4Show,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.579
Nome: Notebook Asus X515 N4500 4gb Ram Ddr4 1tb Nvme Windows 11,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$3.259,Preço atual: R$2.802
Nome: Notebook Dell Latitude 7440 Intel I5 16 GB Ssd512 Fhd W11p Fs,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$7.139
Nome: Notebook Dell Latitude 5420 Core I7 11th Ram 16gb Ssd 256gb Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.790
Nome: Notebook Lenovo Thinkpad T470 Core I5 6ta 240gb + 8gb Cor Preto - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$1.999,Preço atual: R$1.599
Nome: Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10 Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.547
Nome: Notebook Laptop Positivo Mobo  Estudos Escolar + Wi-fi,Vendedor: não encontrado,Avaliação: 3.4 (19 reviews),Preço antigo: —,Preço atual: R$399
Nome: Notebook Lenovo Ideapad 3i I51135g7 8gb 256gb Ssd Intel Iris® Xe W11 15.6 Fhd 82md0007br,Vendedor: não encontrado,Avaliação: 5.0 (8 reviews),Preço antigo: —,Preço atual: R$2.819
"Nome: Notebook Samsung Galaxy Book Go Snapdragon 7c Kryo 468 Octa-core 4GB RAM 128GB SSD 14"" Full HD W11 com Office 365 NP340XLA-K07BR",Vendedor: não encontrado,Avaliação: 4.7 (945 reviews),Preço antigo: —,Preço atual: R$2.229
"Nome: MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - Apple M",Vendedor: não encontrado,Avaliação: 4.9 (409 reviews),Preço antigo: —,Preço atual: R$6.499
"Nome: Notebook Dell Precision 7720 I7 64gb, 512gb, Nvidia Tela 17'",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.495
Nome: Notebook Lenovo Thinkpad E14 Intel Ultra 7 32gb 1tb W11pro,Vendedor: Por Lenovo,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$9.199
Nome: Notebook Lenovo Gamer Ryzen 7 8gb 256gb Geforce Gtx1650 4gb Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.999
"Nome: Notebook Lenovo Thinkpad T490, I5 8a, 16gb Ram, 256gb M.2",Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$1.899
Nome: (faço Por R$ 4690) Notebook Xiaomi Redmibook 14' 2025,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$5.590
Nome: Lenovo Thinkpad T14 Gen 2  I7 11th 32gb Ram 512gb Ssd Nvme,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$5.590
Nome: Notebook Asus Vivobook S14 Oled Core Ultra 7 16gb 512ssd W11 Mist Blue,Vendedor: Por Asus,Avaliação: 5.0 (1 reviews),Preço antigo: R$8.999,Preço atual: R$6.084
Nome: Dell Latitude E5420 I5 2th Ssd 128gb 4gb Ram Ok Azul-celeste,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$675
Nome: Macbook Air 15 / M4/ 16gb/ 256gb /midnigth Midnigth,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$9.699
Nome: Notebook Hp G42 (sucata Para Retirada De Peças) Prateado,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$190
Nome: Laptop Asus Celeron N4500/1.1 Ghz Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.299
Nome: Notebook Acer Core I5 12th Gen 16gb Nvme 256gb 15.6' Full Hd,Vendedor: Por Facini Informatica,Avaliação: 5.0 (1 reviews),Preço antigo: R$4.271,Preço atual: R$3.673
Nome: Notebook Lenovo T460 I5 6a Geração 8gb Ddr3 Ssd 240gb Win 10 Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.649
"Nome: Notebook Dell 1525 Intel Pentium 2,0ghz,3gb,hd320gb Hdmi Prateado",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$470
Nome: Notebook Lenovo Thinkpad E14 I5 16gb 512gb Ssd Wi11 Pro - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.659
Nome: Apple Macbook Air 13 M4 16gb Ram 256gb Ssd Meia-noite Nf-e,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$8.099
Nome: Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Vendedor: Por Dell,Avaliação: 4.8 (47 reviews),Preço antigo: R$4.739,Preço atual: R$4.399
Nome: Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4,Vendedor: Por HP,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.754,Preço atual: R$3.324
"Nome: Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey",Vendedor: Por NegociuN,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.089,Preço atual: R$3.329
Nome: Notebook Core I3/ Ssd 120gb/ 8gb /compaq Cq21,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.289
"Nome: Apple Macbook Air 13 Estelar M4 16 Gb, Ssd De 256 Gb",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$7.950
Nome: Notebook Lenovo V15 G4 Intel Core I5 16gb 512gb W11pro 15.6,Vendedor: Por Lenovo,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$4.949
Nome: Notebook Lenovo Thinkpad T460 Intel Core I5 6° 8gb Ssd 256gb - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$1.999,Preço atual: R$1.599
"Nome: Notebook Asus Vivobook 15 X1504za Intel Core I5 1235u 8gb Ram 256gb Ssd Linux Keepos Tela 15,6 Fhd Blue - Nj982",Vendedor: não encontrado,Avaliação: 4.8 (238 reviews),Preço antigo: —,Preço atual: R$3.329
Nome: Notebook Asus Zenbook 14 Intel Core Ultra 9 32ram 1tb Ssd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$9.999,Preço atual: R$9.499
"Nome: Notebook Positivo Vision R15 Lumina Bar Amd Ryzen 5 16gb 512gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.3 (40 reviews),Preço antigo: R$3.899,Preço atual: R$2.899
Nome: Macbook Air M3 13  8gb Ram - 256gb Ótimo Estado - Semi Novo,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$8.470
Nome: Notebook Dell Latitude 3490 - I7 8550u 8gb 500gb,Vendedor: não encontrado,Avaliação: 4.1 (9 reviews),Preço antigo: —,Preço atual: R$2.799
Nome: Notebook Hp Core I5 11th Gen 16gb Ram Ddr4 256gb Ssd Hdmi Prateado (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.690
Nome: Notebook Ibm Thinkpad 600x -  Leia Toda A Descrição !!! Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$685
"Nome: Notebook Toshiba Portege R930 (core I5, 8gb Ram, 120gb Ssd)",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$750
Nome: Notebook Dell Latitude 5280 I5-7a 8gb Ram 128gb Ssd Barato,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.190
Nome: Notebook Lenovo Ideapad S145 Intel I5-10° 8gb 256gb Ssd,Vendedor: Por TECHZ INFORMATICA,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.698
Nome: Inspiron 14 Plus Snapdragon X1p-64-100 512 GB Ssd 16 GB Ddr5 azul gelo,Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$7.208
Nome: Notebook Dell Core I5 8th 8gb Ram 128gb Ssd Wifi Hdmi Win11 Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.790
"Nome: Notebook Dell Inspiron 5440 Core I7 de 14 polegadas, 16 GB de RAM, SSD de 512 GB, cinza",Vendedor: não encontrado,Avaliação: 5.0 (3 reviews),Preço antigo: —,Preço atual: R$6.487
"Nome: Apple MacBook Air de 13"" (Meia-noite, Chip M2 da Apple com CPU de 8 núcleos, GPU de 8 núcleos e Neural Engine de 16 núcleos, Memória unificada de 16 GB, SSD de 256 GB)",Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$6.499
Nome: Defeito - Notebook Sony Vaio Pcg-4r1l - Leia Descrição Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$200
Nome: Notebook Hp Intel Core I5 Protectsmart Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.997
Nome: Notebook Dell Latitude 3440 Intel Core I3 13th 8gb 256ssd Cor Cinza,Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$3.612
Nome: Notebook Positivo Q Montion 232b,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$780
Nome: Notebook Dell Inspiron I14-i150u-m70s 14  Fhd+ Intel® Core  Prata Gelo,Vendedor: Por Dell,Avaliação: — (— reviews),Preço antigo: R$6.019,Preço atual: R$5.539
Nome: Notebook Positivo Móbile No Estado Por Favor Leia Descrição Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$240
Nome: Notebook Acer Core I5 12th Gen 16gb Nvme 512gb 15.6' Full Hd,Vendedor: Por Facini Informatica,Avaliação: 5.0 (3 reviews),Preço antigo: R$4.622,Preço atual: R$3.975
Nome: Notebook Acer Aspire 4349 Intel Core I3 Pra Peças! Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$195
Nome: Notebook Vaio Fe14 Vjfe42f11x I5 Mem 8gb Armz Ssd 256gb,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.199
Nome: Notebook Asus Zenbook 14 Intel Core Ultra7 16gb 1tb Ssd W11,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$9.299,Preço atual: R$7.439
Nome: Notebook Barato Ssd Lenovo Dual 4gb Office Estud Bom Prateado,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$479
Nome: Laptop Lenovo X1 Carbon Core I7 16gb Ram 500gb Ssd 14`` Dimm Black Color - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.299
Nome: Notebook Core I5 256gb 16gb Ddr4 Ssd M2 Usb-c Usb 3.0 5490,Vendedor: Por INFO OUTLET,Avaliação: 5.0 (2 reviews),Preço antigo: R$2.990,Preço atual: R$2.093
Nome: Notebook G Series G42 Este Trêm Esta Com Defeito! Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$303
"Nome: Bloco Rhodia Edição 90 Anos & Paper People 8,3x11,8cm 80 Fls",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$21,Preço atual: R$29
Nome: Notebook Dell Inspiron I14-i150u-m70bp 14  Fhd+ Intel® Core Prata Gelo,Vendedor: Por Dell,Avaliação: 5.0 (2 reviews),Preço antigo: R$6.059,Preço atual: R$5.579
"Nome: Bloco Rhodia Edição 90 Anos & Paper People 10,3x14,6cm 80fls",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$34
"Nome: Bloco Rhodia Edição 90 Anos & Paper People 20,8x31,6cm 80fls",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$99
"Nome: Note Dell, Lat 5420, 14'' Touch, Core I7, 16gb, Ssd-512gb",Vendedor: Por OTH Produtos,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.490
Nome: Notebook Lenovo Thinkpad T440p Core I7 4a 8gb Ssd 240gb Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$1.499,Preço atual: R$1.424
Nome: Notebook Gamer Rog Strix G16 G615jmr Nvidia Rtx5060 Intel Core I9 14900hx 16gb Ram 512gb Ssd Windows 11 Tela 16 240hz Fhd Gray - S5001w,Vendedor: Por Asus,Avaliação: — (— reviews),Preço antigo: R$15.999,Preço atual: R$14.239
Nome: Notebook Dell Latitude 7480 Proc I5-7300u Ssd 240gb Mem 8gb,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.799
Nome: Notebook Dell 5410 Tela Full Hd  I5-10ª Ger 16gb Ssd 512gb,Vendedor: não encontrado,Avaliação: 4.0 (1 reviews),Preço antigo: —,Preço atual: R$2.399
Nome: Notebook Dell Core I5 32gb Ram 256gb Ssd Tela 14 Win11 Pro,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.590
Nome: Notebook Dell Gamer G15 5515 Ryzen Edition - Rtx3050 Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$4.499
Nome: Notebook Hp 240 G4 I5 6200u 4gb Peças Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$450
Nome: Nb Notebook Dell Inspiron 5458 Intel I3 Ssd 240gb 8gb Ram Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.620
"Nome: MacBook Air A1466 13.3"" prata 128GB SSD - Intel Core i5 - Aceitável (Recondicionado)",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$2.849,Preço atual: R$2.450
Nome: Notebook Dell Latitude 120l Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$220
Nome: Netbook Hp Pavilion Dm1 11.6 Amd 2gb Hd 300gb Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$400
Nome: Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Vendedor: Por Dell,Avaliação: 4.8 (47 reviews),Preço antigo: R$4.739,Preço atual: R$4.399
"Nome: Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey",Vendedor: Por NegociuN,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.089,Preço atual: R$3.329
"Nome: Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.6 (57 reviews),Preço antigo: R$3.899,Preço atual: R$2.699
Nome: Notebook Dell Latitude 120l Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$220
Nome: Netbook Hp Pavilion Dm1 11.6 Amd 2gb Hd 300gb Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$400
Nome: Inspiron 7580 8gb I7 8565u 15.6'' 1tb,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.590
Nome: Notebook Dell Latitude 3470 I5 6° + 8 Gb + 240 Gb Ssd Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.197
Nome: Lote Com 10 Notebook Dell Latitude 3450 I5 Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$10.990
"Nome: Lenovo Thinkpad, I5 8a Geração, 16gb, Ssd 240gb, C/ Garantia",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.639
"Nome: Notebook Aspire 3 A315-56 15.6"" cinza-escuro 8GB de Ram - 1TB HDD - Intel Core i3",Vendedor: Por 123 Comprou,Avaliação: 4.2 (88 reviews),Preço antigo: R$3.299,Preço atual: R$2.837
Nome: Notebook Samsung N150 - 10   Pol. = Funcionando Rosa,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$477
Nome: Notebook Intelbras I422 Venda De Peças Cinza-escuro,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$122
Nome: Notebook I5 8g Ssd M2 256 Lenovo Bs145-15hl Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.200
"Nome: Notebook Acer Intel Core I3, 3gb,hd 500gb ,tela 15,6 Led Prateado",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$850
Nome: Notebook Dell Inspiron 5490 I7-10510u 32gb Ssd 256gb Nvidia Prateado (Recondicionado),Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: R$2.999,Preço atual: R$2.849
Nome: Notebook Lenovo Thinkpad T14 Ryzen 5 8gb 256gb Ssd Full Hd,Vendedor: Por TECHZ INFORMATICA,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.348
Nome: Notebook Intel Core I5 Dell Latitude Ram Ddr4 16gb Ssd 256gb Preto 52049,Vendedor: Por Canal Eletro,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.999
Nome: Notebook Acer Aspire 1410 4 Gb Ram Ssd 240 Azul,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$590
Nome: Notebook Lenovo Core I5 4gb 500gb Wifi Windows 10 - Barato,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.499
"Nome: Notebook HP 255 G9 15.6""",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.122
Nome: Notebook Dell Inspiron I14-i120u-m10c 14 Fhd+ Intel® Core - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.199
Nome: Notebook Latitude E7440 0.356m -1 8gb De Ram - 120gb Ssd - Intel Core - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.550
Nome: Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Imediato Preto,Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$16.800
Nome: Notebook Dell Latitude 3400 I5 8th 24gb Ram 256gb Ssd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.449
Nome: Notebook Lenovo Thinkpad E14 Intel Core I7 10ger 8gb 256gb Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$2.349,Preço atual: R$2.232
Nome: Notebook Lenovo Ideapad 3i Intel Core I5 10th 8gb 256gb,Vendedor: Por TECHZ INFORMATICA,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$2.200
Nome: Notebook Dell Latitude 3410 Core I5 10ger 8gb 240ssd Win 11,Vendedor: Por SLA Informatica,Avaliação: 5.0 (7 reviews),Preço antigo: R$2.999,Preço atual: R$2.669
"Nome: Dell Xps 13 9300 Intel I5-1035g1 8gb 512gb Tela 13,4 Fhd Wva Preto/prata",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$3.199
Nome: Notebook Hp Probook 4440s I5 3230 8gb Ssd240 Prateado,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$800
Nome: Notebook Hp Probook 640 G8 Core I5-1145g7 32gb Ssd 512gb (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.899
Nome: Notebook Sony Vaio Pcg-61112l Defeito Sucata Leia*,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$279
"Nome: Notebook Lenovo Ideapad 1i Celeron N4020 4gb 128gb W11 15,6'",Vendedor: Por 123 Comprou,Avaliação: 4.7 (18 reviews),Preço antigo: R$2.998,Preço atual: R$2.698
Nome: **baixei** Hp Pavillion Dv6000 (no Estado) Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$219
Nome: Notebook Soyo Intel 4030 8gb Ssd240 Windows 10 Profissional,Vendedor: não encontrado,Avaliação: 4.5 (2 reviews),Preço antigo: —,Preço atual: R$1.349
"Nome: Notebook Dell 1545,core2 Duo,4gb,500gb,conservado Preto",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$640
Nome: Notebook Dell Core I5 10a Geração 16gb Ram 256gb Ssd Hdmi,Vendedor: não encontrado,Avaliação: 4.0 (1 reviews),Preço antigo: —,Preço atual: R$3.990
Nome: Notebook Dell Latitude 3450 Core I5 5ªg 8gb Ssd 240gb,Vendedor: não encontrado,Avaliação: 5.0 (24 reviews),Preço antigo: R$1.600,Preço atual: R$1.520
Nome: Notebook Asus G614jv I9 16gb 512gb Ssd Rtx 4060 Cinza Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$12.829,Preço atual: R$11.032
Nome: Notebook Dell Precision 7520 Xeon E3 16gb Ram 1tb Ssd Nvidia,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$4.699
Nome: Notebook Hp Dv2000 Celeron 2gb 140tb Hdd 12  Lcd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$150
Nome: Notebook ASUS Vivobook I3 8GB 512GB Endless X1500EA-EJ3667,Vendedor: não encontrado,Avaliação: 4.6 (245 reviews),Preço antigo: R$2.739,Preço atual: R$2.353
Nome: Lenovo Thinkpad T440 I5-4300u 8gb 256gb Ssd Retirada De Peça,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$499
Nome: Notebook Dell G15 5530 Core I7 13650hx 16gb 1tb Ssd Rtx 4050 Cor Cinza,Vendedor: não encontrado,Avaliação: 5.0 (1 reviews),Preço antigo: —,Preço atual: R$8.145
"Nome: Notebook Dell 1545 Intel Core2duo,3gb,hd320gb Preto",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$570
Nome: Notebook Asus X551m Celeron N2930 4gb 160gb C/defeitos Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$470
Nome: Powerbook G4 Sem Testes,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$300
"Nome: Lenovo Thinkpad T490 14,0 Fhd (1920 x 1080) 250 nits Ips Anti - Excelente (Recondicionado)",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.999
Nome: Apple Macbook Air 13 M4 16gb Ram 256gb Ssd Meia-noite Meia-noite,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$7.698
Nome: Notebook Acer E1-571-6458 Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$1.200
Nome: 2 Notebooks Com Defeito (defeito) Preto,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$200
Nome: Lenovo Ideapad 330 I3 De 7 Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$900
Nome: Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Vendedor: Por Dell,Avaliação: 4.8 (47 reviews),Preço antigo: R$4.739,Preço atual: R$4.399
"Nome: Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey",Vendedor: Por NegociuN,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.089,Preço atual: R$3.329
"Nome: Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.6 (57 reviews),Preço antigo: R$3.899,Preço atual: R$2.699
Nome: Lenovo Ideapad 330 I3 De 7 Cinza,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$900
