nome,vendedor,reviews,preco_antigo,preco_atual
Nome: Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Vendedor: Por 2Eletro,Avaliação: 4.3 (7 reviews),Preço antigo: R$4.110,Preço atual: R$2.999
Nome: Notebook Lenovo Ideapad 1 15amn7 Amd Ryzen 5 7520u 8gb 512gb Ssd Windows 11 15.6 - 82x5000nbr Cloud Grey,Vendedor: Por Lenovo,Avaliação: 4.8 (6 reviews),Preço antigo: R$2.899,Preço atual: R$2.554
Nome: Notebook Lenovo Ideapad Slim 3 Intel Core I5 8gb 512gb Linux,Vendedor: Por Lenovo,Avaliação: 5.0 (82 reviews),Preço antigo: R$3.199,Preço atual: R$2.964
"Nome: Notebook Vaio Fe16 Amd Ryzen 5-5625u Windows 11 Home 12gb RAM 512gb Ssd Wi-fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite Vjfe69f11x-b1221h - Permite upgrade de memória RAM e SSD",Vendedor: Por NegociuN,Avaliação: 5.0 (29 reviews),Preço antigo: R$4.446,Preço atual: R$3.424
Nome: Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Linux 15.6 - 83mes00000 Luna Grey,Vendedor: Por Lenovo,Avaliação: 4.9 (139 reviews),Preço antigo: R$5.099,Preço atual: R$4.474
Nome: Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4,Vendedor: Por HP,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.754,Preço atual: R$3.324
Nome: Notebook Dell Inspiron I15-i120k-a35p I5 16gb 1tb 15.6 W11,Vendedor: Por Dell,Avaliação: 4.8 (2321 reviews),Preço antigo: R$4.399,Preço atual: R$4.105
Nome: Compatível Com Caixa Minúscula 5cb0y99468 Para Ideapad,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$211,Preço atual: R$200
"Nome: Notebook Asus Vivobook Go E1504ga Intel Core I3 N305 8gb Ram 512gb Ssd Linux Keepos Tela 15,6 Fhd Silver - Nj438",Vendedor: Por Fast Shop,Avaliação: 4.8 (170 reviews),Preço antigo: —,Preço atual: R$2.392
"Nome: Notebook EliteBook 840 G1 14"" preto/cinza 256GB SSD - Intel Core i5 - Excelente (Recondicionado)",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$1.599,Preço atual: R$1.103
Nome: Notebook Lenovo Ideapad Slim 3 Intel Core I5 16gb 512gb W11,Vendedor: Por Lenovo,Avaliação: 4.7 (28 reviews),Preço antigo: R$3.799,Preço atual: R$3.519
Nome: Macbook Air de 13 polegadas: chip SSD M4 de 256 GB azul celeste azul,Vendedor: não encontrado,Avaliação: 4.9 (17 reviews),Preço antigo: —,Preço atual: R$8.199
"Nome: Notebook Vaio fe16 amd ryzen 5-5625u linux 12gb 512gb ssd tela 16"" ips wuxga antirreflexo cinza grafite vjfe69f11x-b1211h memória expansível até 64gb",Vendedor: Por Eshop,Avaliação: 4.8 (45 reviews),Preço antigo: R$3.849,Preço atual: R$3.069
Nome: Notebook Lenovo Thinkpad T480 I5 8a 32gb Ram Ssd 480gb Ssd Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.599
Nome: Notebook Asus Vivobook 16 Intel Core I7 1355U 16GB RAM 1TB SSD Windows 11 Home Tela 16 Fhd Cool Silver – X1605VA-MB764W,Vendedor: Por Mercado Livre,Avaliação: 4.8 (173 reviews),Preço antigo: R$5.199,Preço atual: R$4.919
"Nome: Notebook Positivo Vision I15 Intel Core I3-N300 8GB 256GB SSD Windows 11 Home 15"" FHD Preto - Lumina Bar",Vendedor: Por NegociuN,Avaliação: 4.7 (233 reviews),Preço antigo: R$3.104,Preço atual: R$2.519
"Nome: Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 7520u 4gb Ram 256gb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1287",Vendedor: Por Asus,Avaliação: 4.7 (154 reviews),Preço antigo: R$2.199,Preço atual: R$1.820
"Nome: Notebook TUF Gaming F16, Intel Core i7 13a geração, NVIDIA RTX™ 4050, 8GB, 512GB SSD, KeepOS, 16"" LED FHD+, Mecha Gray ASUS",Vendedor: Por Mercado Livre,Avaliação: 5.0 (2 reviews),Preço antigo: R$9.499,Preço atual: R$7.299
Nome: Notebook Hp Core I5 11th 16gb Ram 256gb Ssd Hdmi Wifi Win11 Prateado (Recondicionado),Vendedor: não encontrado,Avaliação: 5.0 (2 reviews),Preço antigo: —,Preço atual: R$2.499
"Nome: Keycaps Pbt Laranja Compatíveis, 106 Teclas, Moldagem",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$40,Preço atual: R$38
Nome: Notebook Lenovo Lenovo V14 Amd Ryzen 3 8gb 256gb W11pro,Vendedor: Por Lenovo,Avaliação: 5.0 (1 reviews),Preço antigo: R$3.099,Preço atual: R$2.729
"Nome: Compatível Com G15 5530 Rpl, 115 W, 12 V, Ventilador",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$536,Preço atual: R$509
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 32gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0221h - - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (66 reviews),Preço antigo: R$5.099,Preço atual: R$3.999
Nome: Nova Tampa De Base Inferior Compatível Para Precision 16,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$395,Preço atual: R$375
Nome: Teclado Para Jogos De 2 Teclas Compatível,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$105,Preço atual: R$100
Nome: Alto-falantes De Substituição Compatíveis Com Latitude,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$83,Preço atual: R$79
Nome: Notebook Dell Latitude 5420 I7-1185g7 16gb 256gb 14hd W10pro - Excelente (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.790
Nome: Tampa Inferior Do Alojamento Inferior Compatível,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$362,Preço atual: R$344
Nome: Caixa Inferior Compatível + Tampa De Base,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$357,Preço atual: R$339
Nome: Base Inferior Compatível N02327-001 Para X360 830 G8 G9,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$351,Preço atual: R$334
Nome: Teclado De Silicone Espanhol Compatível Dobrável Com Cabo,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$96,Preço atual: R$91
Nome: Notebook Dell I5 16gb Ram 512gb Ssd Nvme Usado Preto (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.300
"Nome: Notebook Inspiron I16-U7155H-A10 16"" prateado 16GB de Ram - 1TB SSD - Intel Core Ultra 7",Vendedor: Por Dell,Avaliação: 5.0 (4 reviews),Preço antigo: R$10.399,Preço atual: R$9.702
Nome: Notebook Acer Aspire 15 555Q Intel Ci5 13gen 8gb 256ssd W11,Vendedor: Por Mercado Livre,Avaliação: 4.8 (645 reviews),Preço antigo: R$4.372,Preço atual: R$2.699
Nome: Compatível Nueva Cubierta Lcd De Tapa Trasera Para Inspiron,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$287,Preço atual: R$272
Nome: Capa De Lcd Compatível Com V14 G2-alc V14 G2-itl,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$284,Preço atual: R$269
Nome: Notebook Aspire Go Ag15-71p-5939 Ci5 8gb 256gb Ssd Led Tn W11 Acer,Vendedor: Por Mercado Livre,Avaliação: — (— reviews),Preço antigo: R$4.637,Preço atual: R$2.999
Nome: Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Vendedor: Por Dell,Avaliação: 4.8 (47 reviews),Preço antigo: R$4.739,Preço atual: R$4.399
Nome: Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza,Vendedor: Por Positivo,Avaliação: 4.5 (559 reviews),Preço antigo: R$2.099,Preço atual: R$1.399
"Nome: Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",Vendedor: Por Positivo,Avaliação: 4.7 (230 reviews),Preço antigo: R$2.199,Preço atual: R$1.499
Nome: Notebook Aspire Go Ag15-71p-5939 Ci5 8gb 256gb Ssd Led Tn W11 Acer,Vendedor: Por Mercado Livre,Avaliação: — (— reviews),Preço antigo: R$4.637,Preço atual: R$2.999
Nome: Tampa De Dobradiça Lcd Compatível Com Vostro 3510 3515,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$70,Preço atual: R$66
"Nome: Keycaps Diy Compatíveis, 140 Teclas, Layout",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$285,Preço atual: R$271
Nome: Novo Compatível Para Inspiron 16plus 7620 7625 Base,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$259,Preço atual: R$246
"Nome: Compatível Com Lcd G15 5510 5511, Capa Traseira, Capa",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$227,Preço atual: R$216
Nome: Novo Compatível Com Inspiron 14pro 5420 5425,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$249,Preço atual: R$236
Nome: Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4,Vendedor: Por HP,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.754,Preço atual: R$3.324
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (134 reviews),Preço antigo: R$4.799,Preço atual: R$3.449
"Nome: Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey",Vendedor: Por NegociuN,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.089,Preço atual: R$3.329
Nome: Tampa De Base Inferior Compatível Para 240 G10,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$249,Preço atual: R$236
"Nome: Compatível Com 02w5gy, Novo Para Latitude 7450, Carcaça",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$248,Preço atual: R$236
Nome: Apoio Para As Mãos Caixa Superior De Inspiron 14plus 7420,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$248,Preço atual: R$236
Nome: Nova Capa Traseira Compatível Com Lcd Latitude 7340,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$247,Preço atual: R$234
"Nome: Compatível Com Latitude 7440, Apoio Para As Mãos, Caixa",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$238,Preço atual: R$226
Nome: Capa Traseira Para Ideapad Flex 3 Chrome 15ijl7 Lcd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$238,Preço atual: R$226
"Nome: Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.6 (57 reviews),Preço antigo: R$3.899,Preço atual: R$2.699
"Nome: Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Vendedor: Por 2Eletro,Avaliação: 4.4 (42 reviews),Preço antigo: R$6.998,Preço atual: R$4.899
Nome: Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Vendedor: Por 2Eletro,Avaliação: 4.3 (7 reviews),Preço antigo: R$4.110,Preço atual: R$2.999
Nome: Capa Traseira Nova Compatível L96483-001 Para Pavilion X360,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$232,Preço atual: R$220
Nome: Notebook Hp 250r G9 Intel Core I5 1335u 8gb 256gb Ssd 15.6 W11 Pro Ay6w3la,Vendedor: Por 2Eletro,Avaliação: 4.2 (22 reviews),Preço antigo: R$4.999,Preço atual: R$2.999
Nome: Compatível 1 Peça Usb Pedal Control Triple Switch Pc,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$220,Preço atual: R$209
Nome: Notebook Asus Tuf Gaming F16 Fx608jhr Nvidia Rtx 5050 Intel Core I7 14650hx 16gb Ram 512gb Ssd Windows 11 Home Tela 16 165hz Nível Ips Cinza - Rv016w,Vendedor: Por Asus,Avaliação: 4.8 (13 reviews),Preço antigo: R$10.999,Preço atual: R$8.970
Nome: Tampa De Base Inferior Nova Compatível Com M21370-001,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$205,Preço atual: R$195
"Nome: Notebook Lenovo IdeaPad 1i Intel Core i3-1215U 4GB 256GB SSD Linux 14"" 83AFS00500",Vendedor: não encontrado,Avaliação: 4.8 (6087 reviews),Preço antigo: —,Preço atual: R$2.499
Nome: Compatível Teclado Mecánico 61 Claclas Backilalta Eje,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$196,Preço atual: R$186
Nome: Compatível Funda De Pantalla Lcd Plata Para Ideapad,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$194,Preço atual: R$185
Nome: Nova Capa Traseira Compatível Com Lcd Thinkpad E580 E590,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$189,Preço atual: R$179
"Nome: Compatível Com Latitude 5300 Lcd, Capa Traseira, Capa",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$189,Preço atual: R$179
"Nome: Compatível 01lw152, Nova Capa De Tela Lcd Para",Vendedor: não encontrado,Avaliação: 4.2 (5 reviews),Preço antigo: R$189,Preço atual: R$179
Nome: Nova Caixa Inferior Compatível Com Latitude 3440 0jpx35,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$189,Preço atual: R$179
Nome: Caixa Traseira De Tela Lcd Compatível 02hk963 Para,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$183,Preço atual: R$174
Nome: Compatível L23174-001 Novo Para 14-ck 14-cm 14-cs Caixa,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$183,Preço atual: R$174
"Nome: Novo Compatível Para Thinkpad E580 E585 E580c, Base",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$183,Preço atual: R$174
Nome: Capa De Moldura Compatível 5b30s19002 Para Ideapad 3-17itl6,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$178,Preço atual: R$169
"Nome: Apple Macbook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD) - Cinza-espacial",Vendedor: não encontrado,Avaliação: 4.9 (1063 reviews),Preço antigo: —,Preço atual: R$5.288
Nome: Gabinete Inferior Compatível Com Probook 640 G4 640 G5,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$173,Preço atual: R$164
Nome: Modelo De Reballing De Cpu Universal Diagonal Compatível,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$171,Preço atual: R$163
"Nome: Compatível 0vfxm0 Para G15 5511 5510 5515 Lcd, Tampa",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$243,Preço atual: R$231
Nome: Notebook Acer Nitro V15 ANV15-51-58AZ Core I5-13420h 8gb 512gb Rtx 3050 Cor Preto,Vendedor: Por Mercado Livre,Avaliação: 4.8 (1476 reviews),Preço antigo: R$7.398,Preço atual: R$4.699
"Nome: Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 5825U 16GB Ram 512GB SSD Linux KeepOS 15,6"" FHD Cool Silver - NJ612",Vendedor: Por Asus,Avaliação: 5.0 (6 reviews),Preço antigo: R$3.899,Preço atual: R$2.963
Nome: Novo Compatível Para Inspiron 15 G15 5510 5511 5515 Lcd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$238,Preço atual: R$226
Nome: Notebook Dell Latitude 5420 I5 11° Ge 16gb Ssd 256gb W10 Pro Cinza (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.299
"Nome: Notebook ASUS Vivobook 15 X1504VA Intel Core i5 1334U 16Gb Ram 1TB SSD Linux KeepOS Intel Iris Xe Tela 15,6"" LED FHD Silver NJ2247",Vendedor: Por Asus,Avaliação: 4.5 (15 reviews),Preço antigo: R$3.799,Preço atual: R$3.247
Nome: Notebook Acer Aspire 5 A15-51M-54E6 / Intel Core™ i5-13420H de 13ª Geração / 8GB / 512SSD / Windows 11 Home / 15.6” Full HD,Vendedor: Por TCN,Avaliação: 4.8 (553 reviews),Preço antigo: R$4.202,Preço atual: R$3.298
Nome: Capa Compatível Com Moldura 0gck6r Para Latitude 15 3510,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$156,Preço atual: R$149
Nome: Compatível Cubierta Frontal Lcd 5b30z38964 Para Thinkpad,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$156,Preço atual: R$149
Nome: Compatível Com 5cb1b96445 Para V15 G2-itl -alc V15 G3 Iap,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$210,Preço atual: R$199
Nome: Notebook Lenovo Thinkpad E14 Intel Core I5 10ª 16gb Ram 256gb Ssd M2 Windows 11 Pro - Bom (Recondicionado),Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$2.067
Nome: Caixa De Metal Compatível Com Dobradiça 5b30y89276 Para,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$145,Preço atual: R$137
Nome: Ventoinha De Cpu Compatível Com Vivibook X420u Cooling 4,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$144,Preço atual: R$137
Nome: Notebook Asus Vivobook 15 M1502ya Amd Ryzen 7 5825u 16gb Ram 512gb Ssd Windows 11 Home Tela 15.6 Led Fhd Silver - Nj655w,Vendedor: Por Asus,Avaliação: 4.8 (31 reviews),Preço antigo: R$4.499,Preço atual: R$3.906
Nome: Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Vendedor: Por 2Eletro,Avaliação: 4.3 (7 reviews),Preço antigo: R$4.110,Preço atual: R$2.999
"Nome: Notebook ASUS TUF Gaming F15 Intel Core i7 13620H RTX4060 16GB RAM 512GB SSD Windows 11 Home Tela 165Hz Nivel IPS 15,6"" FHD Mecha Gray - FX507VV-HQ333W",Vendedor: Por Mercado Livre,Avaliação: 4.8 (27 reviews),Preço antigo: R$11.499,Preço atual: R$9.889
Nome: Painel De Toque Preto Compatível Com Thinkpad E14 Gen 2 Gen,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$129,Preço atual: R$123
Nome: Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Vendedor: Por Dell,Avaliação: 4.8 (47 reviews),Preço antigo: R$4.739,Preço atual: R$4.399
Nome: Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza,Vendedor: Por Positivo,Avaliação: 4.5 (559 reviews),Preço antigo: R$2.099,Preço atual: R$1.399
"Nome: Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",Vendedor: Por Positivo,Avaliação: 4.7 (230 reviews),Preço antigo: R$2.199,Preço atual: R$1.499
Nome: Painel De Toque Preto Compatível Com Thinkpad E14 Gen 2 Gen,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$129,Preço atual: R$123
"Nome: Capa Compatível Para Dobradiças Lcd 15s-du -dy 15-dw,",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$118,Preço atual: R$112
Nome: Novo Compatível Com Thinkpad T490 T14 Gen 1 P43s P14s Lcd,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$118,Preço atual: R$112
Nome: 10.1 Inch Portable Netbook Actions S500 1.5 Ghz Arm,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: —,Preço atual: R$735
"Nome: Notebook ASUS Vivobook 15, Intel Core i5 12a geração, 8GB, 256GB SSD, 15,6"" LED FHD, Quiet Blue",Vendedor: Por Mercado Livre,Avaliação: 5.0 (7 reviews),Preço antigo: R$3.249,Preço atual: R$2.767
"Nome: Controle Compatível, Funções Sem Fio, Controle Remoto Air",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$102,Preço atual: R$97
Nome: Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4,Vendedor: Por HP,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.754,Preço atual: R$3.324
"Nome: Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD",Vendedor: Por Vaio,Avaliação: 4.8 (134 reviews),Preço antigo: R$4.799,Preço atual: R$3.449
"Nome: Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey",Vendedor: Por NegociuN,Avaliação: 5.0 (2 reviews),Preço antigo: R$4.089,Preço atual: R$3.329
Nome: Compatível Com 1 Par De Alto-falantes Internos Integrados,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$100,Preço atual: R$95
Nome: Compatível Com Conjunto De Teclado Mecânico De 3,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$98,Preço atual: R$93
Nome: Novo Painel De Toque Compatível Com Elitebook X360 830 G5,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$108,Preço atual: R$102
Nome: Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Vendedor: Por Dell,Avaliação: 4.8 (47 reviews),Preço antigo: R$4.739,Preço atual: R$4.399
Nome: Notebook Lenovo Ideapad 1 R3-7320U 4GB de RAM 256GB SSD W11 Home 15.6 82x5000ebr,Vendedor: Por Miranda,Avaliação: 4.8 (1195 reviews),Preço antigo: R$2.606,Preço atual: R$2.241
Nome: Novo Estojo Inferior 2 Em 1 Compatível Com Envy X360,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$292,Preço atual: R$277
"Nome: Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",Vendedor: Por Positivo,Avaliação: 4.6 (57 reviews),Preço antigo: R$3.899,Preço atual: R$2.699
"Nome: Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Vendedor: Por 2Eletro,Avaliação: 4.4 (42 reviews),Preço antigo: R$6.998,Preço atual: R$4.899
Nome: Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto,Vendedor: Por 2Eletro,Avaliação: 4.3 (7 reviews),Preço antigo: R$4.110,Preço atual: R$2.999
Nome: Novo Compatível Para Conjunto De Alto-falantes Integrados,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$80,Preço atual: R$76
Nome: Alto-falantes Integrados Compatíveis Com Laptop,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$92,Preço atual: R$88
"Nome: Compatível Com Jogos G16 7620 7625, Tampa Com Borda De",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$183,Preço atual: R$174
Nome: Tampa De Plugue De Porta De Silicone De Borracha 35x,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$76,Preço atual: R$72
Nome: Placa Óptica De Parede Compatível 6 Portas Hd Cat6 Usb C,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$72,Preço atual: R$68
Nome: Notebook Lenovo V14 G4 Amd Ryzen 5 7520u 8gb 256gb Dos 14,Vendedor: Por Lenovo,Avaliação: 4.1 (7 reviews),Preço antigo: R$2.599,Preço atual: R$2.289
Nome: Notebook Acer Aspire 5 Ryzen 7 15.6 Radeon 512gb 8gb Linux,Vendedor: não encontrado,Avaliação: 4.9 (1156 reviews),Preço antigo: —,Preço atual: R$2.830
Nome: Notebook Gamer Rog Strix G16 G615jpr Nvidia Rtx 5070 Intel Core I9 14900hx 32gb Ram 1tb Ssd Windows 11 Home Tela 16 240hz Led Cinza - S5001w,Vendedor: Por NVIDIA,Avaliação: — (— reviews),Preço antigo: R$19.999,Preço atual: R$17.999
Nome: Compatível Com 3 Capas De Privacidade Para Webcam,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$62,Preço atual: R$59
Nome: Novo Ventilador Compatível Para Y570 Y570n Y570p Y570nt De,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$68,Preço atual: R$64
"Nome: Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 5825U 16GB Ram 1TB SSD Linux KeepOS 15,6"" FHD Cool Silver - NJ613",Vendedor: não encontrado,Avaliação: 4.5 (8 reviews),Preço antigo: R$3.699,Preço atual: R$3.181
Nome: Porta De Placa Adaptadora De 4 Canais Compatível,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$333,Preço atual: R$317
"Nome: Notebook Acer Aspire 5 Intel Core I5 - 12450H 8GB RAM 256GB SSD Windows 11 Home Tela 15,6"" Full HD A515-57-55B8 Bivolt",Vendedor: Por EFACIL,Avaliação: 4.8 (8130 reviews),Preço antigo: R$3.408,Preço atual: R$3.086
"Nome: Cabo Argb Compatível Para Pc, Placa-mãe, 5 V, 3 Pinos,",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$53,Preço atual: R$50
"Nome: Teclado Compatível Chocolate Cool Keycaps, 114 Teclas, Pbt,",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$49,Preço atual: R$46
Nome: Caixa Traseira De Tela Lcd 2 Em 1 Compatível Com Envy,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$281,Preço atual: R$267
"Nome: Teclado Compatível Com 2 Teclas, 1 Controle De Videogame,",Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$49,Preço atual: R$46
Nome: Novo Compatível Com Inspiron 16plus 7640 7645,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$265,Preço atual: R$252
Nome: Conector Adaptador De Cabo De Alimentação Compatível,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$43,Preço atual: R$41
Nome: Teclado De Laptop De Substituição Compatível Com 86 Teclas,Vendedor: não encontrado,Avaliação: — (— reviews),Preço antigo: R$42,Preço atual: R$40
Nome: Notebook Lenovo Ideapad 1 Intel Core I3 8gb 512gb W11 15.6,Vendedor: Por Lenovo,Avaliação: 5.0 (1 reviews),Preço antigo: R$2.999,Preço atual: R$2.629
