nome;vendedor;Avaliação;reviews;preco_antigo;preco_atual
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Compatível Com Thinkpad T14 Gen 4, Caixa Baixa, Uma Wlan;;;;192.0;182.0
Compatível Novo Para Pavilion Aero 13, Base Inferior;;;;482.0;457.0
Notebook Lenovo V15 G4 Iru Intel Core I3 8gb 256gb W11 15.6;Lenovo;3.8;5;2.999;2.629
Compatível Novo Para Latitude 5530 E5530 Lcd, Capa Traseira,;;;;;187.0
Notebook Lenovo LOQ 15irx9 Intel Core i7-13650hx 16gb 512gb Ssd Rtx 4050 Linux 15.6 - 83khs00100 Luna Grey;Lenovo;4.9;22;;6.579
Compatível Enfriador Dell Inspiron 23 5348 Optiplex 9030;;;;256.0;243.0
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
Notebook 2 Em 1 Positivo Duo C4128bp-1 11.6 Cinza 4gb De Ram - 128gb Ssd - Intel Celeron;;;;;1.599
"MacBook Pro MacBook Pro 14"" M3 Pro 14"" space black 18GB de Ram - 1TB SSD - Apple M3";Mobi Phone;4.9;53;;20.575
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Lenovo Yoga Slim 7 14imh9 14 Intel Core Ultra 7 155h 16gb 512gb Ssd Windows 11 - 83gm0005br Luna Grey;Lenovo;;;7.099;6.229
Notebook Lenovo V14 G4 Amd Ryzen 3 8gb 256gb Ssd Dos 14;Lenovo;4.9;13;;2.249
Capa Cinza Com Dobradiça Compatível Para Ideapad 3-15iml05;;;;;108.0
Notebook Lenovo Lenovo V14 G4 Amd Ryzen 5 8gb 256gb Linux;Lenovo;5.0;1;2.699;2.379
Notebook Vaio F14 13ª Gen Intel Core I5 16gb 512gb Ssd 14 Full Hd Antirreflexo Windows 11 Home Plus, Warm White, Desbloqueio Facial E Por Digital, Teclado Retroiluminado Pc8970c11x-b0611w;Vaio;;;6.049;5.199
Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i7-13620h 16gb 512gb Ssd Linux 15.3 - 83nss00100 Luna Grey;Lenovo;5.0;1;;3.959
Notebook Lenovo T14 G5 Intel Core Ultra 7 32gb 512gb W11pro;Lenovo;;;;10.889
Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I7, 16gb, 512gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite;Samsung;4.9;441;5.699;5.414
Notebook Lenovo V14 G4 Intel Core i5 16GB RAM 512GB SSD Windows 11 Pro;Lenovo;;;;4.229
Notebook Lenovo ThinkBook 14 G6 Intel Core i5-13420H 16GB 512GB SSD Windows 11 - 21NQ000PBR Arctic Grey;Lenovo;5.0;7;4.999;4.384
"Notebook ASUS Vivobook 15 X1504ZA Intel Core i5 1235U 8GB Ram 512GB SSD Windows 11 Tela 15,6"" FHD Blue - NJ987W";;4.9;660;;3.64
Prancheta Eletrônica Compatível, Bloco De Notas;;;;167.0;159.0
Nova Capa Traseira Compatível Para Thinkpad E480 E490 Lcd;;;;167.0;159.0
"Notebook Lenovo IdeaPad 1i Intel Core i7-1255U 16GB 512GB SSD Windows 11 Home 15.6"" 82VY000NBR";;4.8;6087;;4.799
Notebook Asus Zenbook S14 Oled Ux5406sa Intel Core Ultra 7 256v 16gb Ram 1tb Ssd Windows 11 Home Tela 14 Fhd 120hz Gray - Pz176w;;5.0;1;;6.983
Notebook Samsung Galaxy Book Go, Windows 11 Home, Snapdragon® 7c, 4gb, 128gb Ufs, 14'' Full Hd Led, 1.38kg Com Copilot Integrado;Samsung;4.8;63;;2.149
Carcaça Traseira Compatível Com Lcd L20434-001 Para 250 G7;;;;183.0;174.0
"Notebook Latitude 3400-5400-5490 14"" cinza 16GB de Ram 512GB SSD Intel Core i5";;4.1;91;;3.299
Notebook Asus Vivobook 16 X1607qa Qualcomm Snapdragon X1 26 100 16gb Ram 512gb Ssd Windows 11 Home Tela 16 Fhd Silver - Mb062w;Asus;5.0;3;5.299;4.151
Capa De Moldura Frontal Lcd Compatível Para Laptop;;;;43.0;41.0
Notebook Dell Latitude 5340 Core I7 13ªge Ssd 512gb Ram 16gb Cor Prateado;;;;;8.004
"Notebook ASUS Vivobook Go 15 E1504FA-NJ836W AMD Ryzen 5 7520U 2,8 GHz 8GB 512GB SSD Windows 11 Home 15,6"" Full Hd Preto";;4.8;455;2.952;2.779
Conector Dc Compatível Para Dell Inspiron P66f P66f001;;;;64.0;61.0
Seletor De Chave Compatível, 25 Peças, 3 Posições,;;;;594.0;565.0
Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4;;4.8;317;;3.099
Notebook Dell Core I5 11°ger 32gb Ssd 512gb Nvme Semi-novo Prateado (Recondicionado);;4.6;8;;2.898
"Notebook Latitude 5490 14"" preto 8GB de Ram - 256GB SSD - Intel Core i5";;4.1;81;;2.999
"Notebook ASUS VivoBook Go 15 AMD Ryzen 5 7520U 8GB 512GB SSD KeepOS Tela 15,6"" FHD Mixed Black - E1504FA-NJ732";;4.8;1129;;2.42
Compatível Adaptador De Corriente Otviap, Bateria Para;;;;285.0;271.0
Teclado Programável Mini Branco Faça Você Mesmo Compatível;;;;164.0;156.0
Gabinete Inferior Compatível Com Inspiron 5510 5515 5518;;;;205.0;195.0
Placa-mãe Compatível Lga 2011 Para E5 V1 V2 X79se Plus;;;;266.0;252.0
Notebook Vaio Intel I5 10a Geração 16gb Ssd 240gb Preto (Recondicionado);;;;;2.019
Teclado De Substituição Compatível Para Laptop Apoio De;;;;628.0;596.0
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Reparo De Ergonomia De Teclado Retroiluminado Mini;;;;69.0;66.0
"Notebook V-Series V15 15.6"" black 8GB de Ram - 1TB HDD - Intel Core i5 - Excelente (Recondicionado)";;;;;3.599
Notebook Hp Elitebook Core I5 10th 16gb Ram 256gb Ssd Win11 Prateado (Recondicionado);;;;;2.29
Base Inferior Compatível Para 240 G7 245 G7 246;;;;194.0;185.0
Notebook Samsung Galaxy Book4 Ultra Intel® Core™ Ultra 7 155H , Windows 11 Home, 32GB, 1TB SSD, 16'' WQXGA+ AMOLED 2x, antirreflexo, touchscreen, 1.86 kg;;4.7;105;11.999;11.427
"MacBook Air M1 2020 13"" cinza-espacial 8GB de Ram - 256GB SSD - Apple Chip";;4.9;258;;5.259
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Placa-mãe Compatível Com B760m4 Gaming Wireless Ddr4;;;;583.0;554.0
Compatível Com 3 Pares De Mini-placadores De Energia;;;;458.0;435.0
Compatível Com Touchpad G15 5510 5511 5515;;;;135.0;128.0
Ferramenta De Compressão De Conector F Compatível, Conector;;;;92.0;88.0
Fonte De Alimentação Compatível 4,0x1,7 5,5x2,5 Mm;;;;72.0;68.0
Notebook Ultra Win11 14 Pol. Core I5 8gb Ram 256gb Ssd Ub540 Cor Preto (Novo com caixa aberta);;;;;1.899
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Conector De Alimentação Dc Compatível E Adaptador Fêmea;;;;;25.0
"MacBook Air M2 (2022) 13.6"" starlight 8GB de Ram - 256GB SSD - Apple M";;4.9;409;;6.731
"Notebook Dell Inspiron 15 Intel Core i5 - 1334U 13 Geração 8GB RAM 512GB SSD Linux Tela 15,6"" Full HD I15-I1300-U30P";Dell;4.6;38;;3.149
Notebook Dell Inspiron i15-i1300-M30P 15.6 Full HD de 13ª geração 8GB de RAM 512GB SSD cor Preto;Dell;4.9;45;3.479;3.199
Notebook Dell Inspiron I15-i1300-m60p 15.6  Full Hd 13ª Gen  Preto;Dell;5.0;31;4.729;4.399
Notebook Dell Inspiron 15.6  Full Hd Intel Core 3-100u 8gb 5 Preto;Dell;;;3.119;2.899
Notebook 2 Em 1 Dell Inspiron 2in1-i150u-m50 14  Fhd+ Touch  Prata Gelo;Dell;4.9;16;7.019;6.499
Notebook Asus Vivobook Go 15 E1504ga Intel Core I3 N305 4gb Ram 128gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj440w;Asus;4.7;346;2.599;2.235
HP 14 M150 4 GB 128 GB Ufs;;;;;2.399
Notebook Asus Zenbook 14 Oled Ux3405ma Intel Core Ultra 9 185h Ai 32gb Ram 1tb Ssd Windows 11 Home Tela 14 Blue - Pp809w;Asus;4.4;16;11.499;8.836
Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite;Samsung;4.9;160;6.499;6.174
Notebook Lenovo Ideapad 1 15iru7 Intel Core i3-1315u 8gb 256gb Ssd Windows 11 15.6 - 83qj0001bo Cloud Grey;Lenovo;5.0;1;;2.609
Notebook Dell Latitude 5420 I7 11o Geração 16gb Ssd 256gb Cor Cinza;;;;;3.14
Notebook Dell Latitude 5420 I7 16gb Ssd 256gb Windows 11 Pro Prateado (Recondicionado);;4.0;2;;2.999
Notebook Aspire Ag15-71pt-58sx Ci5 8gb 512gb Ssd Touch Led W11 Acer;Mercado Livre;;;5.087;3.599
"Notebook Latitude 3420 14"" preto 8GB de Ram - 256GB SSD - Intel Core i5 - Excelente (Recondicionado)";;;;;2.25
Samsung Galaxy Chromebook Go Intel Celeron N4500, 4gb, 32gb Cor Cinza;zShops;4.6;141;1.999;1.669
Notebook Lenovo LOQ-e 15iax9e Intel Core i7-12650hx 16gb 512gb Ssd Rtx 4050 Linux 15.6 - 83mes00200 Luna Grey;Lenovo;3.9;9;;5.789
Notebook Gamer Lenovo Loq-e Ci5-12450 Rtx3050 512gb 16gb W11 Luna Grey;Mobcom;4.9;87;5.59;4.799
Apple Macbook air 13 M4 16gb Ram 256gb Ssd Prateado;;5.0;2;;7.899
Notebook Lenovo V14 G4 Iru Intel Core I5 8gb 256gb W11 14;Lenovo;;;3.299;2.889
"Notebook Ideapad 1i Intel Core i7 1255U, 12GB RAM, 512GB SSD, Linux, Tela 15,6"" HD 82VYS01000";Mercado Vendeu;4.8;6087;;5.031
Notebook Ultrafino Ideapad 1 R5 16gb 256gb Linux 82x5s00200;;4.9;41;;2.899
Notebook Asus Zenbook Snapdragon X1 26 100 32gb Ram 1tb W11 Zabriskie Beige;Asus;;;9.999;8.479
Notebook Dell Latitude 5450 Ultra 5 135u 16gb 512ssd Cinza;;;;;6.299
Notebook Acer Aspire 3 A315-510P-35D2 Intel Core i3 N305 ‎Intel UHD Graphics 8GB RAM 512GB SSD 15.6” LED FULL HD Windows 11;Mobcom;3.8;4;3.999;2.899
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Windows 11 Home Tecla Copilot - Preto;Positivo;4.6;46;4.099;2.999
Notebook Lenovo V15 G4 Intel Core I5 16gb 512gb W11pro 15.6;Lenovo;3.8;5;;4.454
"Notebook Gamer ASUS Vivobook 16X K3605ZF RTX 2050 Intel Core i5 12500H 8Gb Ram 512Gb SSD Windows 11 Home Tela 144Hz FHD 16"" Preto - N1420W";;4.7;54;;4.499
Macbook Air de 13 polegadas chip SSD M4 de 256 GB cor prata;;4.8;10;;8.42
Notebook Dell Inspiron 15 Intel I7 1255u 8gb 512gb Ssd Preto;Login;;;4.999;4.299
Notebook Samsung Galaxy Book4 Intel® U300 (1.20 Ghz, até 4.4GHz, 8 MB L3 Cache), Windows 11 Home, 8GB, 256GB SSD, UHD Graphics, 15.6'' Full HD LED, 1.55kg - Excelente (Recondicionado);Vikings;;;;2.399
Notebook Lenovo V15 G4 Iru Intel Core I5 8gb 256gb W11 15.6;Lenovo;3.8;5;3.849;3.374
"Samsung Chromebook 4 Intel Dual-Core 4GB 32GB Tela 11.6"" Prata XE310XBA-KT3BR Google Chrome OS HD LED";;4.6;1277;;1.499
Notebook Lenovo V15 G4 Iah Intel Core I3 16gb 256gb W11pro;Lenovo;;;;3.104
"Notebook ASUS Vivobook Go 15 E1504GA Intel Core i3 N305 8GB Ram 256GB SSD Windows 11 Home Tela 15,6"" FHD Silver - NJ434W";Asus;4.7;62;2.999;2.562
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Notebook Lenovo V15 G4 Iah Intel Core I3 16gb 256gb W11pro;Lenovo;;;;3.104
"Notebook ASUS Vivobook Go 15 E1504GA Intel Core i3 N305 8GB Ram 256GB SSD Windows 11 Home Tela 15,6"" FHD Silver - NJ434W";Asus;4.7;62;2.999;2.562
Apple Macbook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD) - Prata;;4.9;1063;;6.091
Notebook Lenovo T490 Core I5-8365u 1.6ghz 16gb Ssd 256gb 14;;5.0;3;;1.899
Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i7-13620h 16gb 512gb Ssd Windows 11 15.3 - 83ns0000br Luna Grey;Lenovo;5.0;1;;4.119
Notebook Lenovo Ideapad 1 Amd Ryzen 3 8gb 256gb Windows 11;Lenovo;;;2.449;2.324
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Ultra Win11 14 Pol. Core I5 8gb Ram 256gb Ssd Ub540 Cor Preto;;4.7;33;;2.558
Notebook Dell Latitude 5440 Core I7 13th 32gb Ram 512gb Ssd;;4.5;2;;5.946
Notebook Dell Inspiron I15-i120k-a10p 15.6 I3 8gb 256gb W11;Dell;4.8;1251;3.149;2.95
Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10;;;;;1.499
Notebook Lenovo ThinkBook 14 G6 Intel Core i7-13700H 16GB 512GB SSD Windows 11 - 21NQ000HBR Arctic Grey;Lenovo;5.0;7;;5.964
Notebook Lenovo V14 G4 Intel Core I3 8gb 256gb Ssd Linux 14;Lenovo;;;2.799;2.454
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Notebook Lenovo Intel Core I5 8350u 8gb Ddr4 Ssd M.2 256gb - Excelente (Recondicionado);;;;2.299;1.678
"Notebook Vaio Fe16 Amd Ryzen 5-5625u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0711h - Permite upgrade de memória RAM e SSD";Vaio;5.0;4;4.359;3.649
Macbook Air 13 M2 CPU de 8 núcleos e GPU de 8 núcleos 16 GB 256 GB cor branca estelar Apple;;;;;6.699
Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 3 7320u 4gb Ram 128gb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1291;Asus;4.7;353;1.999;1.672
Notebook Lenovo Thinkpad E14 Intel Ultra 7 32gb 1tb W11pro;Lenovo;4.3;13;;8.279
Notebook Gam Nitro V Anv15-51-54dl I5 8gb 512gb Ssd Rtx4050 Preto;Acer Brasil;4.8;387;7.299;5.299
Notebook Motion Gray Intel Atom 14.1'' Q464c-o Positivo Cor Cinza;123 Comprou;4.0;855;;1.999
"Notebook ASUS TUF Gaming A15 FA506NFR RTX 2050 AMD Ryzen 7 7435HS 16Gb Ram 512Gb SSD Windows 11 Home Tela 144Hz nivel IPS 15,6"" FHD Graphite Black - HN060W";Asus;4.7;23;6.199;5.205
Substituição De Ventoinha De Resfriamento De Cpu Compatível;;;;;25.0
Notebook Lenovo T14 G5 Intel Core Ultra 5 16gb 512gb W11;Lenovo;;;;7.799
Notebook Core I5 Dell Latitude 16gb Ram 256gb Ssd M2;;4.1;91;;2.399
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;Lenovo;;;;2.899
Notebook Cce Ultra Thin U25 Celeron 2gb Ddr3 ( Leia Abaixo );;;;220.0;209.0
Notebook Dell Latitude 5490 Core I5 8th 16gb Ram 256gb Ssdm;;4.1;81;;2.999
Notebook Lenovo V15 G4 Intel Core I5 8gb 256gb W11pro 15.6;Lenovo;3.8;5;;4.049
Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256gb 8gb Linux Gutta Cor Gamut;Eshop;4.8;155;4.899;3.419
Notebook Samsung Galaxy Book4 Intel® Core™ i5-1335U, Windows 11 Home, 8GB, 256GB SSD, Iris Xe, 15.6'' Full HD LED, 1.55kg;Samsung;4.9;1432;3.949;3.466
Compatível Novo Cable Edp Lcd Ideapad 1-15ada7 De 30;;;;156.0;149.0
Notebook Lenovo V14 G4 Iru Intel Core I5 16gb 512gb W11 14;Lenovo;;;;4.049
Conjunto De Botões Pbt Esc Compatíveis, Teclas De Seta, W;;;;83.0;78.0
Notebook Asus Zenbook 14 Intel Core Ultra7 16gb 1tb Ssd W11;;4.7;14;9.299;7.439
Notebook Lenovo E14 Amd Ryzen 5 G6 16gb 256gb Windows 11 14;Lenovo;;;5.499;4.849
"Notebook Latitude 5400 14"" preto 16GB de Ram - 512GB SSD - Intel Core i5";;4.2;70;;3.399
Notebook Lenovo ThinkBook 14 G6 Intel Core i5-13420H 8GB 256GB SSD Windows 11 - 21NQ000QBR Arctic Grey;Lenovo;5.0;7;4.799;4.209
Notebook Asus Vivobook S14 Oled Core Ultra 7 16gb 512ssd W11;;5.0;2;8.999;6.299
Notebook Dell Latitude 3420 Core I7 11th 64gb Ram 1tb Ssd Cor Grafite;;4.5;30;;6.647
Cabo De Painel De Toque Compatível 02hm513 Para Thinkpad;;;;86.0;82.0
Notebook Lenovo Ideapad 1i I7 12gb 512gb Ssd 15,6 Cloud Grey;Fast Shop;4.9;16;;4.099
"Notebook Latitude 5400 14"" preto 16GB de Ram - 240GB SSD - Intel Core i5";;4.2;70;;2.999
Owala Freesip 32oz - Cor Boneyard Branco;;;;62.0;59.0
Rhodia Katakana 162100K 80 folhas quadriculadas 1 assuntos unidade x 1 14.8cm x 21cm cor laranja;;;;;55.0
Notebook Lenovo V14 G4 Intel Core I5 8gb 256gb W11 Pro 14;Lenovo;;;;3.594
Laptop Dell Latitude 3540 Intel i5-1235U 8 GB 512 GB W11Pro;;;;;5.977
"Notebook Gamer Legion 5 Intel Core i7-14650HX 16GB 512GB SSD RTX4060 8GB W11Home 16"" WQXGA 83EW0002BR";Lenovo;5.0;2;11.599;10.174
"Notebook Acer Aspire 5 A515-45-R5AT AMD Ryzen 5 5500U 15.6""AMD Radeon Graphics 256GB SDD 8GB RAM Windows 11";;4.9;208;;3.999
Apple Macbook Air 13 Estelar M4 16 Gb, Ssd De 256 Gb;;5.0;1;;7.699
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
"Notebook Acer Aspire 5 A515-45-R5AT AMD Ryzen 5 5500U 15.6""AMD Radeon Graphics 256GB SDD 8GB RAM Windows 11";;4.9;208;;3.999
Apple Macbook Air 13 Estelar M4 16 Gb, Ssd De 256 Gb;;5.0;1;;7.699
Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i7-13620h 24gb 512gb Ssd Windows 11 15.3 - 83ns0008br Luna Grey;Lenovo;;;;4.499
Notebook Positivo Master N2240 Core I3 1115g4 8gb Ddr4 Linux Cor Preto;Gigantec;4.7;3;;2.093
Notebook Lenovo Ideapad 3i 82MD000ABR 4gb RAM 256gb SSD 15.6'' W11 Cor Cinza 60Hz Intel Core i3 FHD - Excelente (Recondicionado);;;;2.099;1.994
"Notebook Lenovo Ideapad 1 Intel Core i3 1215U 4gb Ram 128gb Ssd Linux Tela 15,6"" Intel Uhd Graphics 82VYS01100";;4.8;670;;2.444
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Apple Macbook Air M4 Chip 16gb 256ssd  2025 Midnight Midnight;;5.0;6;;7.615
Notebook Lenovo T490 Core I5 8365u 1.6ghz Ssd 256gb 16gb 8ª Cor Preto - Excelente (Recondicionado);;;;;1.799
Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m10 14 Fhd+ Touch;;;;;7.499
Conector Compatível Del Cable Del Cable De De Video De Lvds;;;;87.0;82.0
Notebook Lenovo V15 G4 Intel Core I7 16gb 512gb W11 15.6;Lenovo;3.8;5;;4.824
Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14 - Excelente (Recondicionado);;;;;1.839
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Notebook Lenovo Thinkpad T495 Ryzen 5 Pro Ram 16gb Ssd 256gb Preto (Recondicionado);Micro Livre;;;2.699;1.943
Notebook Lenovo Lenovo V14 Amd Ryzen 5 8gb 256gb W11;Lenovo;5.0;2;2.899;2.554
"Notebook EliteBook x360 C1030 14"" aluminum 128GB SSD - Intel Core i7 - Excelente (Recondicionado)";;;;2.999;1.979
HP Envy X360 2 em 1 Core i5 120u 14 Tac 8gb Ram 512gb Ssd Silver Color;;5.0;2;;4.699
Notebook Dell Inspiron I15-i1300-m30ps 15.6  Full Hd 13ªgen  Preto;Dell;5.0;2;3.729;3.449
Notebook Vaio F14, 13ª Gen Intel Core I7, 16gb 512gb Ssd, 14 Full Hd Antirreflexo, Windows 11 Home, Warm White, Desbloqueio Facial E Por Digital, Teclado Retroiluminado B1011w;Vaio;5.0;5;7.999;6.359
Notebook Acer Nitro V Ci5 15.6 Rtx3050 512gb 8gb Linux+ubook;Mobcom;;;7.0;4.599
Notebook Lenovo Yoga 7x Snapdragon X Elite 32gb 1tb W11;Lenovo;4.0;1;12.199;10.749
Notebook Acer Vero AV15-53P-51MR Intel Core i5 – 1335U de 13ªG 8GB 512GB SSD W11 15.6 FHD;Acer Brasil;;;7.999;3.999
Notebook Lenovo Thinkpad L14 Intel Core I5-1135g7 16gb 256gb;;;;;2.699
"Apple MacBook Air de 13"" Estelar Chip M2 da Apple com CPU de 8 núcleos GPU de 8 núcleos e Neural Engine de 16 núcleos Memória unificada de 16 GB SSD de 256 GB";Apple;5.0;1;12.499;7.778
"MacBook Pro A1708 (Mid 2017) 13.3"" prata 8GB de Ram - 256GB SSD - Intel Core i5 - Excelente (Recondicionado)";;;;;3.19
Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 5, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6'' Full Hd Led, Fingerprint - Grafite;Samsung;4.8;22;;5.424
Notebook Lenovo LOQ 15irx9 Intel Core i7-14700hx 16gb 512gb SSD RTX 4060 Windows 11 15.6 - 83kh0002br Luna Grey;Lenovo;4.9;22;;8.729
Notebook Dell 15.6 Fhd I5 8gb 512gb Ssd Rtx 3050;Dell;4.9;131;;5.499
Notebook Dell Latitude 5480 /core I5-7°ger. / 8gb /ssd 240gb;;;;;1.599
Notebook Acer Aspire 5 A515-45-R36L Ryzen 7 15.6 Radeon 512gb 12gb Linux;;4.8;1048;;3.899
