nome;vendedor;Avaliação;reviews;preco_antigo;preco_atual
Notebook Lenovo V14 G4 Intel Core I5 8gb 256gb W11 Pro 14;Lenovo;;;4.099;3.799
Dell Latitude 5450 -i5- 13ª geração// 32 gb// 512 gb Touch Grey;;;;;6.859
Painel De Toque Compatível Com Ideapad 3-15itl6 E 3-15alc6;;;;118.0;112.0
Notebook Dell Latitude 3480, I5-7200u 8gb Ssd 240gb Wind. 11 - Excelente (Recondicionado);;;;;1.399
Notebook Gamer Lenovo Gaming 3i Intel Core i5-11300H GeForce GTX1650 8GB RAM SSD 512GB 15.6 Full HD Windows 11 Preto - 82MG0009BR;;4.9;853;;5.199
Notebook Dell Latitude I5 3410 10° Gen 16gb Ram 256gb Nvme Preto (Recondicionado);;;;2.499;1.949
"Notebook Latitude Dell Latitude 5400 14"" cinza 16GB de Ram - 256GB SSD - Intel Core i5";;;;;2.799
Notebook Lenovo T490 Core I5 8365u 1.6ghz Ssd 256gb 16gb 8ª Cor Preto - Bom (Recondicionado);;;;2.198;1.78
Notebook Dell Inspiron 3530 I5 13th 16gb 512ssd Cor Preto;;;;;3.999
Notebook Multilaser Legacy Dual Core 2gb 32ssd Pc130 Cor Prateado;;5.0;1;;1.3
Notebook Lenovo Thinkpad T460 I5-6300u 8gb 256ssd Preto (Recondicionado);;;;1.89;1.606
Notebook Hp Elitebook X360 I5 7a -16gb Ram Nvme 256gb Touch Prateado (Recondicionado);;;;3.249;2.437
"Notebook Motion Q4128ci 14.1"" existential gray 4GB de Ram - 128GB SSD - Intel Atom";;4.2;158;;1.599
Notebook Dell Latitude 5400 I5 8365u 8gb 256ssd - Seminovo;;;;;1.775
Macbook Air 13 Apple M4 8-core Gpu 16gb Ram 256gb Ssd Preto;;5.0;3;;8.299
Notebook Lenovo V14 G4 Amd Ryzen 5 7520u 8gb 256gb Dos 14;Lenovo;5.0;2;2.599;2.469
Notebook Asus X515 Celeron N4500 4gb Ram 128gb Ssd Win 11 Cinza;;;;;1.649
Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m10 14  Fhd+ Touch  Prata Gelo;Dell;5.0;4;6.019;5.599
Notebook Vaio Fe15 15.6 Polegadas Fhd I7-1195G7 16gb Ssd 512gb Windows 11 Home Cinza Com Alexa Integrada;;4.7;93;;4.148
Notebook Hp 256r G9 Ci5 Intel Uhd256gb Ssd 8gb W11+mochila;HP;;;4.755;3.134
Notebook Dell 3420, Tela Full Hd, I5 11ªger, 16gb, Ssd-256gb Cinza (Recondicionado);;;;;2.599
"Notebook Fit 15S 15.6"" chumbo 4GB de Ram - 1TB HDD - Intel Core i3";;5.0;1;;1.999
Chromebook Acer 315/15,6'/Intel N4020+4 GB de RAM+SSD de 64 GB;;;;;1.799
Notebook Dell Latitude 3410 Core I3 10110u 16gb 256gb Ssd;;;;2.199;1.891
Notebook 2 A.m. Gamer  I5 8400 8gb 256gb  Preto Full Hd Preto (Recondicionado);;;;;1.89
Notebook Dell Latitude 5490 Core I5 8th 16gb Ram 256gb Ssdm - Excelente (Recondicionado);Tech Forte;;;;1.999
Notebook Hp Probook 445 G9 Amd Ryzen 3 8gb 256gb Ssd Win 11 Cor Prateado;;5.0;1;;3.704
Notebook Precision 7540 Xeon 64gb Ddr4 Ssd 512gb Nvidia 4gb Preto (Recondicionado);;;;4.05;3.442
Notebook Lenovo LOQ-e 15iax9e Intel Core i7-12650HX 16gb 512gb SSD RTX 4050 Windows 11 15.6 - 83me0002br Luna Grey;Lenovo;4.8;10;;6.569
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Notebook Acer Travelmate Tmp21455 I51335u 16gb 512gb Ssd;;;;3.999;3.774
Notebook Lenovo LOQ-e 15iax9e Intel Core i7-12650HX 16gb 512gb SSD RTX 4050 Windows 11 15.6 - 83me0002br Luna Grey;Lenovo;4.8;10;;6.569
Notebook Lenovo Thinkpad T480 I5 8a 16gb Ssd 256gb Fhd;;;;1.899;1.804
Notebook Lenovo Thinkpad I5 8g Ram 256g Ssd W11 Original;;;;;2.208
Notebook Dell Latitude E5440 - I5 4310m - 8gb 500gb - Excelente (Recondicionado);;;;;1.289
Notebook Dell Latitude 5300 Core I5 8ªg 8gb 256gb Cartão Sim (Recondicionado);;;;;1.756
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Asus X515 N4500 16gb Ram Ddr4 1tb Nvme Windows 11;;5.0;2;3.855;3.149
Notebook Dell Latitude 3420 I5 11ª 8gb Ram 256gb Ssd M2;4Show;;;;2.469
Notebook Acer Predator Gamer Phn16-71-72w6 I7-13650hx 16gb 512gb Ssd Rtx 4060 Windows 11 Home Tela 16 Wuxga - Excelente (Recondicionado);Saldao da informatica;;;11.11;8.888
Notebook  Dell Core I5 7200 16gb 240gb Ssd  - Windows 11;;;;;2.699
Notebook Ideapad 1 R3 4gb 256gb Linux 15.6  82x5s00600;Lenovo;4.8;12;;2.149
Notebook Lenovo Thinkpad L13 Core I5-10310u 16gb Ssd 256gb (Recondicionado);;5.0;4;;1.783
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Novo Compatível Para Alienware M17 R3, Tela Lcd, Moldura;;;;265.0;252.0
Notebook Gamer Dell Xeon 16gb Ram Ssd 240gb W11 Nvidia 4gb Preto (Recondicionado);;;;3.293;2.47
Notebook Lenovo Thinkbook 14 Intel Core I7 16gb 512gb W11pro;Lenovo;;;;6.479
Notebook Dell Latitude 3410 Core I3-10110 32gb 480gb Ssd;4Show;;;;3.159
Lenovo E480 I7-8th 16gb Ram 256gb Ssd + Placa De Video Preto (Recondicionado);;;;4.599;2.345
Notebook Positivo Duo C4128a Celeron 4gb 128ssd 2 Em 1 Win10;;5.0;1;;1.599
Notebook Lenovo T490 Core I5-8365u 1.6ghz 16gb Ssd 256gb 14;;5.0;1;;1.899
Notebook Lenovo X250 Core I5 5a Geração 8gb Ssd 256gb;;;;;1.249
Notebook Lenovo Thinkpad T440 I5 1.90ghz Ssd 120gb 4gb Ram Preto (Recondicionado);;;;;1.049
Notebook Lenovo Ideapad 1i I5 8gb 512gb Ssd 15,6 Cloud Grey;Fast Shop;5.0;1;;3.078
Notebook Dell Latitude 3400 I5 8265 8gb 240ssd - Excelente (Recondicionado);;;;;1.579
Notebook Lenovo Thinkpad P53 I7 9a Ger 32gb 256gb Nvme + 1tb Preto (Recondicionado);;5.0;1;4.234;3.641
Notebook Dell Latitude - Core I5 + 8 Gb Ddr4 + 240 Gb Ssd;;4.7;3;1.899;1.633
Notebook Dell Vostro 3401 I5 10o Geração Ram 16gb Ssd 256gb Cinza;;;;;2.49
Notebook Gamer Asus Tuf F15 Core I7 8gb 512ssd Linux Rtx3050 Cor Cinza;VIPH;4.6;75;;6.499
Notebook Dell Vostro 3520 15.6 i5-1235U 8 Ram 256ssd Win 11H, cor preta;;;;;4.399
Acer Predator Helios Neo PHN16-72-99MY Intel Ci9 14ªGeração 32GB 1TB SSD RTX4070 Windows11 Cor Preto;Acer Brasil;4.7;51;;17.999
Notebook Asus X515 Intel Celeron N4500 4gb 128gb Ssd W11 Hd Slate Grey;Asus;5.0;4;1.999;1.719
Notebook Positivo Q464c Atom 4gb 64gb Ssd 14,1'' Vermelho Windows 10;;4.0;855;;2.778
Notebook Positivo Motion Plus Q464b Tela 14 4gb Ram 64gb Hd Cor CINZA AZULADO;;3.7;81;;1.159
Notebook Lenovo 1i 15.6  Intel Celeron 4gb 128gb Ssd Fhd Cinza;zShops;;;;1.999
Notebook Acer Ryzen 7 Octa-cor 40gb Nvme 512gb 15.6' Full Hd;Facini Informatica;5.0;2;4.379;4.157
Dell 7441 Snapdragon X Plus 16gb 1tb Ssd Touch Azul Gelo;;;;;7.905
Notebook Lenovo Thinkpad L440 Core I5 4300m 4gb 500gb - Excelente (Recondicionado);;;;;1.5
Notebook Dell 5400 Carbon Core I5 8ger 16gb 240ssd Cor Preto - Bom (Recondicionado);;;;;1.89
Notebook Positivo Motion I3464a Intel Core I3 Windows 10 Cinza;Loi Brasil;;;2.197;1.89
Macbook Air M4/ 16gb/ 256gb Ssd 2025;;4.8;18;;8.379
Chromebook Acer R11 2 Em 1 Intel Celeron 2gb 32gb Touch 11.6;;;;1.495;971.0
Compatível Com Alienware M15 R7 Lcd Tampa Traseira Tampa;;;;297.0;282.0
Macbook Pro 2020, 13.3'', Core I5, 16gb, Ssd-512gb, Cinza Cinza (Recondicionado);OTH Produtos;;;;4.49
Notebook Dell Inspiron 5448 Core I5 5ªger 8gb Ssd 240gb;;5.0;1;;1.95
Notebook Compaq Presario 424, Ssd120gb, 4gb Mem Windows 10 Cinza (Recondicionado);;;;;1.258
Notebook Positivo Amd C 60 P/ Trabalhos/estudos-barato Win10 Preto (Recondicionado);;;;;696.0
Notebook Msi Cyborg 15 I7, 16 Gb, Ssd De 512 Gb, Rtx4050 Preto;;;;;10.699
"Notebook Vaio Fe16 Amd Ryzen 7 5825u Linux 8gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite Vjfe69f11xb0321h - Permite upgrade de memória RAM e SSD";Vaio;4.8;11;4.299;3.299
Notebook Dell Latitude E5470 I5 6th 4gb Hd 500gb Preto (Recondicionado);;;;;1.788
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
"Notebook Vaio Fe16 Amd Ryzen 7 5825u Linux 8gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite Vjfe69f11xb0321h - Permite upgrade de memória RAM e SSD";Vaio;4.8;11;4.299;3.299
Notebook Dell Latitude E5470 I5 6th 4gb Hd 500gb Preto (Recondicionado);;;;;1.788
Notebook Lenovo T490 Core I5 8th 16gb Ram 256gb Ssd Wind Preto (Recondicionado);;;;2.29;2.061
Notebook LG Gram 16z90r-g Core I7 16gb 512gb 120hz W11 Preto;;;;;7.899
Notebook Lenovo Ideapad 1i Core I7-1255u 12gb Ram Ssd 512gb;Login;4.5;6;4.699;3.699
Notebook Dell Latitude 3420 Core I5 11ger 16gb 500gb Ssd;;;;;3.899
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Dell Core I5 10th 32gb Ram 256gb Ssd Windows 11;;;;;2.59
Notebook Lenovo Ideapad 1i I3 12a 12gb 128gb Ssd 15.6 Win11 Cor Cloudgrey;;4.8;670;;2.699
Notebook Dell Latitude 5310 2 In 1 Core I5 10310u 16gb 256gb;;5.0;1;2.899;2.609
Notebook Dell Inspiron I14-i150u-m50 14  Fhd+ Intel® Core 7 Prata Gelo;Dell;4.0;5;5.659;5.199
"Notebook Lenovo IdeaPad 1i Intel Core i3-1215U 4GB 256GB SSD Windows 11 Home 15.6"" 82VY000UBR Com 2 Anos Premium Care";Carrefour;4.7;43;;2.945
Notebook Hp Elitebook 740 G1 I5 8gb Ssd 240gb Win11 Pro;;5.0;1;1.29;1.225
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Notebook Dell Latitude 3490 I5 7ger 16gb Ssd 240gb Preto (Recondicionado);;;;;1.8
Dell Latitude 5400 Core I5 8th 8gb  Ssd 240gb. Imperdível!;;;;;1.609
Dell Latitude I5-1335u 512 Gb Ssd 16 Gb Ddr5 Ips Fhd Win11 Cinza-escuro;;;;;5.565
Notebook Lenovo V15 G4 Iru Intel Core I5 8gb 256gb W11 15.6;Lenovo;;;3.849;3.569
Notebook Gamer Rog Strix Scar G16 G635lw Nvidia Rtx5080 Intel Core Ultra 9 275hx 32gb Ram 2tb Ssd Windows 11 Tela 16 240hz Fhd Black - Rw013w;Asus;5.0;1;38.999;35.439
Macbook Pro 14 Apple Pro M4 24 GB SSD 512 GB de espaço, cor preta;;4.2;5;18.953;16.299
Notebook Hp Tela 14   Intel Celeron 64/4gb  - Branco;;;;;2.199
Notebook Dell Latitude 3450 I5 16gb 512ssd W11 Pro, cor preta;;;;;5.297
Notebook Asus Celeron N4020 15.6 128gb W11h X515ma-br933ws;;4.7;671;;2.619
Notebook Lenovo Thinkpad P53 I7 9a Ger 32gb 256gb Nvme + 1tb Preto (Recondicionado);;;;4.234;3.641
Notebook Dell Latitude 5450 Ultra 5 125u 16gb 512ssd Cinza;;;;;6.201
Notebook Dell Inspiron I14-i150u-m70 14  Fhd+ Intel® Core 7 Prata Gelo;Dell;5.0;5;6.879;6.399
Notebook Hp Elitebook X360 1040 Intel I5 8a 16gb Ssd 240gb Prateado (Recondicionado);;;;;2.31
Computador portátil Asus Zenbook 14 Oled Q415m 14 Touch Intel Ultra 5 Color Gris Oscuro;;5.0;1;;5.699
Asus Vivobook Flip 16 Ci5-1335U, 8 GB, 512 GB Ssd Touch W11 Midnight Black Color;;;;;5.299
Notebook Asus Vivobook 15,6 Fhd I5 20gb 1tb  Win 11;;4.9;17;5.2;3.943
Notebook Dell Inspiron 5440 Core 7 150u 32gb 512ssd Mx570a Prata;;5.0;2;;7.099
Notebook Dell Latitude 5420 Core I7 11th Ram 16gb Ssd 256gb Cinza;;5.0;1;3.1;2.79
Notebook Dell Latitude 7480 Core I5 8gb 256gb Nvme Gtia 1a cor preta - Excelente (Recondicionado);;;;;1.899
Lenovo  Ibm Tinkpad X 40 Usado;;;;;250.0
Notebook Hp Mini 210-1025br Preto;;;;;247.0
Notbook Samsung Usado;;;;;250.0
Notebook Lenovo Thinkpad E470 I5 6200u 16gb Ddr4 - Ssd 480gb Preto;;;;;1.07
Sony Vaio Pcg 61312x I3 8gb 256gb Ssd Win 10 Pro;;;;;650.0
Notebook Acer Aspire E1-571-6854 Core I5 Ssd 256 6 Gb Usado;;;;;1.13
Netbook Hp Pavilion Dm1 11.6  Cinza Ler;;;;;180.0
Notebook Potivo Mobile V56 (intermitente/leia A Descrição) Prateado;;;;;270.0
Notebook Positivo Core I3, 4gb Ram, Sem Hd (ler Descrição);;;;;475.0
Notebook Chuwi Gemibook Xpro 14.1 Intel N100 8 Gb 256 Gb Ssd Cinza;;;;;1.499
Notebook C/defeito No Estado Acer E5-511 Leia Descrição Preto;;;;;420.0
Notebook Lenovo T440 Core I5 4a Ger 8gb Ssd 120gb Preto;;;;;637.0
Notebook Dell I5-5200u 8gb Ddr3 E Hd De 1tb - Leia O Anúncio Prateado;;;;;1.099
Notebook Positivo Mobo 7s Para Retirar Peças Verde;;;;;50.0
Notebook Hp Touchsmart Tx2 C/defeito (leia Descrição) Preto;;;;;170.0
Notebook Lenovo G40 Intel I3 Não Liga, Para Reparo Ou Peças! Cinza;;;;;349.0
Noteboock Hp Pavilon Dv2130,br/sucat/ret.peças/ler/ver Preto;;;;;120.0
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza;Positivo;4.7;230;2.199;1.499
Notebook Lenovo G40 Intel I3 Não Liga, Para Reparo Ou Peças! Cinza;;;;;349.0
Noteboock Hp Pavilon Dv2130,br/sucat/ret.peças/ler/ver Preto;;;;;120.0
Notebook Hp Probook 4430s, I3-2330, 4gb, Hd 320gb Bat Ruim Prateado;;;;;749.0
Notebook Positivo Stilo  Xc 3650 4gb Ssd 120gb Prata;;;;;599.0
Notebook Hp 6530b Para Técnicos Leia!;;;;;250.0
Notebook Dell Inspiron 15 3000 Core I7  24gb De Ram;;;;;3.65
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Samsung Np350xbe - Leia Todo Anúncio!!! Branco;;;;;450.0
Nb Notebook Asus Z450u Intel I5 Ssd 240gb 8gb Ram Vermelho;;;;;1.5
Hp Probook 640 G1 Preto;;;;;800.0
Notebook Acer 4745 I3 Ssd 240gb 4gb Win 10 Preto;;;;;720.0
Notebook Acer Aspire Es1-572 I3 12gb Ram 256gb Ssd 15.6 Preto;;;;;1.199
Notebook Dell Vostro 1510 No Estado Leia A Descrição Preto;;;;;130.0
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837";2Eletro;4.4;42;6.998;4.899
Notebook Lenovo V14 Amd R5 7520u 8gb 256gb Ssd W11 Pro Preto;2Eletro;4.3;7;4.11;2.999
Notebook Dell Vostro 3550 I5 Ssd 120gb Windows Boa Condição Preto;;;;;899.0
Notebook Hp Pavilion Dv6 Carcaça Teclas Tela Peças Sucata Prateado;;;;;299.0
Macbook Pro 2009 A1278 250gb 6gb Memória Proc.2.53ghz;;;;;950.0
Notebook Acer Aspire 5734z Com Defeito! Ler Descrição! Preto;;;;;179.0
Notebook Lenovo T430u I5 3th Ssd 240 Gb 8gb W10;;;;;799.0
Notebook Lenovo Thinkpad X280 Preta 12.5 , Intel Core I5 8gb;;;;;3.495
Notebook Lenovo Thinkpad L14 G1 Ryzen 5-4650u Pro 8gb 256gb Preto;;;;;2.0
Notebook Hp Probook 4730s I5 4gb 17,3pol Não Liga Cinza;;;;;1.046
Macbook Air Macboor Air - 2017 Prateado;;;;;1.6
Apple Macbook Air 13 M4 16gb Ram 256gb Ssd Azul, Impecavel Azul-celeste;;;;;7.5
Dell Inspiron 1545 (placa Mãe Completa);;;;;180.0
Notebook Hp Dv6 - 3122us No Estado Retirada De Peças Laptop Prateado;;;;;337.0
Apple Macbook Pro 1201 Impecável!;;;;;2.95
Notebook Asus X515j I3 Pra Peças!!! Prateado;;;;;245.0
Notebook Asus X451c 4gb Bateria Viciada!!! Preto;;;;;425.0
Notebook Asus X202e;;;;;1.1
Macbook Pro 13 - 2012 - Intel I5 / 4gb / Ssd 256 Excelente;;;;;2.3
Notebook Positivo, Intel Celeron B800, 04gb De Memória;;;;;639.0
Notebook Philco Pentium 2,3ghz,2gb,hd320gb,tela 14 Led Preto;;;;;520.0
Notebook Dell Inspiron 14 P53g I3 4o Geração 8gb Hd 320gb Preto;;;;;949.0
Carcaça Completa Para Notebook Dell Vostro 3500- Usado/leia;;;;;420.0
Macbook Pro A1502 2015 13.3  8gb De Ram - 256gb Ssd -core I5 Prateado;;;;;1.95
Notebook Compaq C720br Usado Funcionando Preto;;;;;425.0
Notebook Asus X515jf-ej153t Core I5 10ª Geração 8gb 256gb;;;;;2.699
Notebook Dell Inspiron 5640-7519 Core I7-150u  Ssd 1 Tb;;;;;7.358
Notebook Asus Vivobook 16 X1605va Intel Core I9-13900h;;;;;7.126
MacBook Air M3 estelar 8GB de Ram - 256GB SSD - 256GB HDD - Apple Chip M3;;5.0;2;;7.699
Teclado Sem Fio Abnt2 Alfanumérico Ergonômico Office Geonav Cor De Teclado Cinza-escuro;;;;;167.0
Notebook Lenovo Thinkpad L13 I5 10a Geração 16gb Ssd 256gb Preto (Recondicionado);;;;2.099;1.931
Notebook Asus X451m *defeito* Leia Descrição;;;;;300.0
Notebook Positivo Motion Q4128c Qc W10 Inclui Microsoft 365* Cor Dourado;;4.1;2662;;1.799
Notebook Gaming Nvidia Core I5 8400 Ddr4 Ssd Gamer Barato Preto (Recondicionado);;;;;2.221
Notebook Dell Latitude E5470 I5 8gb Ssd 256gb Tela Touch;;;;;1.85
Notebook Dell Inspirion 1525 Não Liga, Tela Ruim ! Prata;;;;;150.0
Notebook Lenovo Yoga 7x Snapdragon X Elite 32gb 1tb W11;Lenovo;5.0;3;12.199;11.549
Notebook Acer Aspire 3 A315-510-34xc 8gb 256gb Ssd;;;;;2.35
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto;Dell;4.8;47;4.739;4.399
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza;Positivo;4.5;559;2.099;1.399
Notebook HP 256R G9 Intel Core i5-1334U 15.6 HD Intel UHD 256GB SSD 16GB RAM Windows 11 Home 64 PLS SL - BQ9L2AT#AK4;HP;5.0;2;4.754;3.324
Abaixou - Notebook Lenovo T450 Intel I5 5300u  16gb Ssd240gb;;;;;990.0
Notebook Dell Inspiron 1545-pentium-4gb-hd250-tela 15.6;;;;;630.0
Nb Notebook Lenovo Bs145  Intel I7 Nvme 256gb 8gb Ram Cinza-escuro;;;;;3.105
Notebook Vaio I5 10a - 8gb Ddr4 Ssd 256gb Tela 14 Windows11 Preto (Recondicionado);;;;3.421;1.71
Notebook Samsung Galaxy Book4 Windows 11 Home Intel Core I3 8gb 256gb Ssd 15.6'' Full Hd Led 1.55 Kg Grafite;Miranda;4.9;4596;3.667;3.347
Macbook Pro 2011 15 Po Intel Core I7 240gb Ssd 6g Ram(usado) Cinza;;;;;2.1
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 16gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo Cinza Grafite Vjfe69f11xb0121h - Permite upgrade de memória RAM e SSD";Vaio;4.8;134;4.799;3.449
"Notebook Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5-13420H 8GB 512GB SSD Windows 11 15.3"" - 83NS0002BR Luna Grey";NegociuN;5.0;2;4.089;3.329
Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto;Positivo;4.6;57;3.899;2.699
Notebook Lenovo Legion 5 Intel Core I9 32gb 1tb Rtx 4070 W11;;;;17.9;14.499
Notebook Lenovo T490 Core I5 8365u 1.6ghz Ssd 256gb 16gb 8ª Cor Preto;;4.3;10;;2.85
Notebook Hp I5 6a Geração 8gb Ssd 240gb Windows 10 Pro Prata (Recondicionado);;;;2.499;1.249
Notebook Book Celeron 6305 4gb Ram 500gb 15,6' Samsung Cor Prateado;;3.7;587;;2.098
Notebook Lenovo G400s Intel I5 (retirar Peças);;;;;400.0
Notebook Dell Latitude 3490 I5 16gb Ssd 240gb Preto (Recondicionado);;;;;1.7
Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 Pro 15.6 - 83me000cbr Luna Grey;Lenovo;;;6.699;5.874
Notebook Lenovo Core I5 10th 16gb Ram 256gb Ssd Tela 14 Fhd;;;;;2.19
Notebook Lenovo Yoga 510 Core I7 16gb Ddr4 240gb Ssd Full Hd Preto (Recondicionado);DLH Tec;;;;1.65
Sucata Notebook Dell Inspiron N4030 Leia A Descrição Preto;;;;;389.0
Notebook Hp X2 210 G1 Peças Prata;;;;;250.0
Notebook Cromebook Samsung Exynos 5 Excelente;;;;;550.0
Notebook Acer Aspire 5 A515-56-55ld I5 8gb 256gb Sdd 15,6;;5.0;22;;3.299
Notebook Dell Latitude 5330 Cor Cinza - Excelente (Recondicionado);;;;;7.968
Laptop Msi Thin 15 Core I5 13420h 24 GB 1 TB Rtx 4060 8 GB Cor cinza (Novo com caixa aberta);;;;;7.1
Notebook Acer Aspire 3 A315-24p-r611 Ryzen I5 7ª 15,6 Cor Prata;;;;2.999;2.819
Notebook Dell Latitude 3420 I5 11ª 16gb Ram 256gb Ssd M2;4Show;;;;2.579
Notebook Asus X515 N4500 4gb Ram Ddr4 1tb Nvme Windows 11;;;;3.259;2.802
Notebook Dell Latitude 7440 Intel I5 16 GB Ssd512 Fhd W11p Fs;;;;;7.139
Notebook Dell Latitude 5420 Core I7 11th Ram 16gb Ssd 256gb Cinza;;;;;2.79
Notebook Lenovo Thinkpad T470 Core I5 6ta 240gb + 8gb Cor Preto - Excelente (Recondicionado);;;;1.999;1.599
Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10 Preto (Recondicionado);;;;;1.547
Notebook Laptop Positivo Mobo  Estudos Escolar + Wi-fi;;3.4;19;;399.0
Notebook Lenovo Ideapad 3i I51135g7 8gb 256gb Ssd Intel Iris® Xe W11 15.6 Fhd 82md0007br;;5.0;8;;2.819
